,Billing Date,Litres,CRP,val,Area_Akdeniz Bölgesi,Area_Doğu Anadolu Bölgesi,Area_Ege Bölgesi,Area_Güneydoğu Anadolu Bölgesi,Area_Karadeniz Bölgesi,Area_Marmara Bölgesi,Area_İç Anadolu Bölgesi,Product_Motorin
25,2014-01-02,17842.268292682926,4.650845070422535,0,0,0,0,0,0,1,0,1
26,2014-01-02,10152.90909090909,5.106478873239436,0,0,0,0,0,0,0,1,0
27,2014-01-02,10742.411764705885,4.650845070422535,0,0,0,0,0,0,0,1,1
28,2014-01-03,6795.777777777777,5.115352112676057,0,1,0,0,0,0,0,0,0
29,2014-01-03,14048.333333333334,4.676478873239437,0,1,0,0,0,0,0,0,1
30,2014-01-03,2014.0,5.115352112676057,0,0,1,0,0,0,0,0,0
31,2014-01-03,14935.333333333334,4.676478873239437,0,0,1,0,0,0,0,0,1
32,2014-01-03,6975.909090909091,5.115352112676057,0,0,0,1,0,0,0,0,0
33,2014-01-03,16868.864864864863,4.676478873239437,0,0,0,1,0,0,0,0,1
34,2014-01-03,9835.5,5.115352112676057,0,0,0,0,1,0,0,0,0
35,2014-01-03,15499.90909090909,4.676478873239437,0,0,0,0,1,0,0,0,1
36,2014-01-03,4517.777777777777,5.115352112676057,0,0,0,0,0,1,0,0,0
37,2014-01-03,14879.333333333334,4.676478873239437,0,0,0,0,0,1,0,0,1
38,2014-01-03,10411.658227848102,5.115352112676057,0,0,0,0,0,0,1,0,0
39,2014-01-03,17581.882352941175,4.676478873239437,0,0,0,0,0,0,1,0,1
40,2014-01-03,8381.958333333334,5.115352112676057,0,0,0,0,0,0,0,1,0
41,2014-01-03,18438.92857142857,4.676478873239437,0,0,0,0,0,0,0,1,1
42,2014-01-04,6513.366666666667,5.089718309859155,0,1,0,0,0,0,0,0,0
43,2014-01-04,13339.365853658535,4.418028169014085,0,1,0,0,0,0,0,0,1
44,2014-01-04,5889.714285714285,5.089718309859155,0,0,1,0,0,0,0,0,0
45,2014-01-04,20611.125,4.418028169014085,0,0,1,0,0,0,0,0,1
46,2014-01-04,7122.697674418605,5.089718309859155,0,0,0,1,0,0,0,0,0
47,2014-01-04,17225.625,4.418028169014085,0,0,0,1,0,0,0,0,1
48,2014-01-04,9414.375,5.089718309859155,0,0,0,0,1,0,0,0,0
49,2014-01-04,16043.555555555557,4.418028169014085,0,0,0,0,1,0,0,0,1
50,2014-01-04,5030.0,5.089718309859155,0,0,0,0,0,1,0,0,0
51,2014-01-04,18234.03846153846,4.418028169014085,0,0,0,0,0,1,0,0,1
52,2014-01-04,8018.434482758621,5.089718309859155,0,0,0,0,0,0,1,0,0
53,2014-01-04,20139.443349753696,4.418028169014085,0,0,0,0,0,0,1,0,1
54,2014-01-04,9452.324324324323,5.089718309859155,0,0,0,0,0,0,0,1,0
55,2014-01-04,19266.946428571428,4.418028169014085,0,0,0,0,0,0,0,1,1
56,2014-01-05,5924.0,4.368028169014084,0,0,0,0,0,1,0,0,1
57,2014-01-05,26937.0,4.368028169014084,0,0,0,0,0,0,1,0,1
58,2014-01-06,6122.0,5.0574647887323945,0,1,0,0,0,0,0,0,0
59,2014-01-06,12623.870967741936,4.39112676056338,0,1,0,0,0,0,0,0,1
60,2014-01-06,2845.6666666666665,5.0574647887323945,0,0,1,0,0,0,0,0,0
61,2014-01-06,18765.75,4.39112676056338,0,0,1,0,0,0,0,0,1
62,2014-01-06,5935.625,5.0574647887323945,0,0,0,1,0,0,0,0,0
63,2014-01-06,18299.85,4.39112676056338,0,0,0,1,0,0,0,0,1
64,2014-01-06,5563.25,5.0574647887323945,0,0,0,0,1,0,0,0,0
65,2014-01-06,15115.42857142857,4.39112676056338,0,0,0,0,1,0,0,0,1
66,2014-01-06,4831.428571428572,5.0574647887323945,0,0,0,0,0,1,0,0,0
67,2014-01-06,17700.3125,4.39112676056338,0,0,0,0,0,1,0,0,1
68,2014-01-06,7217.781609195402,5.0574647887323945,0,0,0,0,0,0,1,0,0
69,2014-01-06,17678.59638554217,4.39112676056338,0,0,0,0,0,0,1,0,1
70,2014-01-06,7876.074074074074,5.0574647887323945,0,0,0,0,0,0,0,1,0
71,2014-01-06,17164.947368421053,4.39112676056338,0,0,0,0,0,0,0,1,1
72,2014-01-07,5043.055555555556,5.151126760563381,0,1,0,0,0,0,0,0,0
73,2014-01-07,11817.567567567568,4.490704225352112,0,1,0,0,0,0,0,0,1
74,2014-01-07,3646.25,5.151126760563381,0,0,1,0,0,0,0,0,0
75,2014-01-07,23107.4,4.490704225352112,0,0,1,0,0,0,0,0,1
76,2014-01-07,5235.821428571428,5.151126760563381,0,0,0,1,0,0,0,0,0
77,2014-01-07,15934.166666666666,4.490704225352112,0,0,0,1,0,0,0,0,1
78,2014-01-07,8709.777777777777,5.151126760563381,0,0,0,0,1,0,0,0,0
79,2014-01-07,21366.92307692308,4.490704225352112,0,0,0,0,1,0,0,0,1
80,2014-01-07,6470.2307692307695,5.151126760563381,0,0,0,0,0,1,0,0,0
81,2014-01-07,13576.9,4.490704225352112,0,0,0,0,0,1,0,0,1
82,2014-01-07,8010.65,5.151126760563381,0,0,0,0,0,0,1,0,0
83,2014-01-07,17974.411428571428,4.490704225352112,0,0,0,0,0,0,1,0,1
84,2014-01-07,7423.235294117647,5.151126760563381,0,0,0,0,0,0,0,1,0
85,2014-01-07,15170.24074074074,4.490704225352112,0,0,0,0,0,0,0,1,1
86,2014-01-08,5215.0,5.017571428571429,0,1,0,0,0,0,0,0,0
87,2014-01-08,12666.959183673467,4.433285714285714,0,1,0,0,0,0,0,0,1
88,2014-01-08,4274.0,5.017571428571429,0,0,1,0,0,0,0,0,0
89,2014-01-08,22832.0,4.433285714285714,0,0,1,0,0,0,0,0,1
90,2014-01-08,6500.041666666667,5.017571428571429,0,0,0,1,0,0,0,0,0
91,2014-01-08,15269.78846153846,4.433285714285714,0,0,0,1,0,0,0,0,1
92,2014-01-08,9768.666666666666,5.017571428571429,0,0,0,0,1,0,0,0,0
93,2014-01-08,17726.0,4.433285714285714,0,0,0,0,1,0,0,0,1
94,2014-01-08,4545.533333333334,5.017571428571429,0,0,0,0,0,1,0,0,0
95,2014-01-08,17871.055555555555,4.433285714285714,0,0,0,0,0,1,0,0,1
96,2014-01-08,6657.969387755102,5.017571428571429,0,0,0,0,0,0,1,0,0
97,2014-01-08,17668.785714285714,4.433285714285714,0,0,0,0,0,0,1,0,1
98,2014-01-08,4941.285714285715,5.017571428571429,0,0,0,0,0,0,0,1,0
99,2014-01-08,17892.470588235294,4.433285714285714,0,0,0,0,0,0,0,1,1
100,2014-01-09,5071.047619047619,5.017571428571429,0,1,0,0,0,0,0,0,0
101,2014-01-09,11401.027027027028,4.444571428571429,0,1,0,0,0,0,0,0,1
102,2014-01-09,2996.6666666666665,5.017571428571429,0,0,1,0,0,0,0,0,0
103,2014-01-09,18174.75,4.444571428571429,0,0,1,0,0,0,0,0,1
104,2014-01-09,5554.448275862069,5.017571428571429,0,0,0,1,0,0,0,0,0
105,2014-01-09,16890.454545454544,4.444571428571429,0,0,0,1,0,0,0,0,1
106,2014-01-09,7660.5,5.017571428571429,0,0,0,0,1,0,0,0,0
107,2014-01-09,17590.625,4.444571428571429,0,0,0,0,1,0,0,0,1
108,2014-01-09,4265.777777777777,5.017571428571429,0,0,0,0,0,1,0,0,0
109,2014-01-09,18966.090909090908,4.444571428571429,0,0,0,0,0,1,0,0,1
110,2014-01-09,6523.91,5.017571428571429,0,0,0,0,0,0,1,0,0
111,2014-01-09,17759.61931818182,4.444571428571429,0,0,0,0,0,0,1,0,1
112,2014-01-09,7760.756097560976,5.017571428571429,0,0,0,0,0,0,0,1,0
113,2014-01-09,16567.257142857143,4.444571428571429,0,0,0,0,0,0,0,1,1
114,2014-01-10,4939.075,4.937183098591549,0,1,0,0,0,0,0,0,0
115,2014-01-10,14234.507692307692,4.374084507042253,0,1,0,0,0,0,0,0,1
116,2014-01-10,3908.555555555556,4.937183098591549,0,0,1,0,0,0,0,0,0
117,2014-01-10,18675.8,4.374084507042253,0,0,1,0,0,0,0,0,1
118,2014-01-10,6145.15625,4.937183098591549,0,0,0,1,0,0,0,0,0
119,2014-01-10,18085.102941176472,4.374084507042253,0,0,0,1,0,0,0,0,1
120,2014-01-10,7667.7692307692305,4.937183098591549,0,0,0,0,1,0,0,0,0
121,2014-01-10,18774.5625,4.374084507042253,0,0,0,0,1,0,0,0,1
122,2014-01-10,4094.052631578948,4.937183098591549,0,0,0,0,0,1,0,0,0
123,2014-01-10,17249.342857142856,4.374084507042253,0,0,0,0,0,1,0,0,1
124,2014-01-10,7647.060344827586,4.937183098591549,0,0,0,0,0,0,1,0,0
125,2014-01-10,19079.577114427862,4.374084507042253,0,0,0,0,0,0,1,0,1
126,2014-01-10,7172.553191489362,4.937183098591549,0,0,0,0,0,0,0,1,0
127,2014-01-10,16901.546666666665,4.374084507042253,0,0,0,0,0,0,0,1,1
128,2014-01-11,5736.725,4.751549295774648,0,1,0,0,0,0,0,0,0
129,2014-01-11,15383.131147540984,4.231267605633803,0,1,0,0,0,0,0,0,1
130,2014-01-11,2866.25,4.751549295774648,0,0,1,0,0,0,0,0,0
131,2014-01-11,23484.4,4.231267605633803,0,0,1,0,0,0,0,0,1
132,2014-01-11,6177.048780487805,4.751549295774648,0,0,0,1,0,0,0,0,0
133,2014-01-11,18796.24096385542,4.231267605633803,0,0,0,1,0,0,0,0,1
134,2014-01-11,9805.25,4.751549295774648,0,0,0,0,1,0,0,0,0
135,2014-01-11,15894.714285714286,4.231267605633803,0,0,0,0,1,0,0,0,1
136,2014-01-11,4088.913043478261,4.751549295774648,0,0,0,0,0,1,0,0,0
137,2014-01-11,19304.97435897436,4.231267605633803,0,0,0,0,0,1,0,0,1
138,2014-01-11,8240.405405405405,4.751549295774648,0,0,0,0,0,0,1,0,0
139,2014-01-11,21039.478448275862,4.231267605633803,0,0,0,0,0,0,1,0,1
140,2014-01-11,8632.06976744186,4.751549295774648,0,0,0,0,0,0,0,1,0
141,2014-01-11,19171.98701298701,4.231267605633803,0,0,0,0,0,0,0,1,1
142,2014-01-13,4872.869565217391,4.983943661971831,0,1,0,0,0,0,0,0,0
143,2014-01-13,14052.76923076923,4.583098591549295,0,1,0,0,0,0,0,0,1
144,2014-01-13,6652.4,4.983943661971831,0,0,1,0,0,0,0,0,0
145,2014-01-13,22671.0,4.583098591549295,0,0,1,0,0,0,0,0,1
146,2014-01-13,5837.769230769231,4.983943661971831,0,0,0,1,0,0,0,0,0
147,2014-01-13,16615.23076923077,4.583098591549295,0,0,0,1,0,0,0,0,1
148,2014-01-13,7595.285714285715,4.983943661971831,0,0,0,0,1,0,0,0,0
149,2014-01-13,16557.555555555555,4.583098591549295,0,0,0,0,1,0,0,0,1
150,2014-01-13,4813.1,4.983943661971831,0,0,0,0,0,1,0,0,0
151,2014-01-13,15247.518518518518,4.583098591549295,0,0,0,0,0,1,0,0,1
152,2014-01-13,6821.931034482759,4.983943661971831,0,0,0,0,0,0,1,0,0
153,2014-01-13,18399.976331360947,4.583098591549295,0,0,0,0,0,0,1,0,1
154,2014-01-13,7225.785714285715,4.983943661971831,0,0,0,0,0,0,0,1,0
155,2014-01-13,15027.372549019608,4.583098591549295,0,0,0,0,0,0,0,1,1
156,2014-01-14,4722.421052631579,4.983943661971831,0,1,0,0,0,0,0,0,0
157,2014-01-14,12099.622222222222,4.583098591549295,0,1,0,0,0,0,0,0,1
158,2014-01-14,2991.0,4.983943661971831,0,0,1,0,0,0,0,0,0
159,2014-01-14,15848.0,4.583098591549295,0,0,1,0,0,0,0,0,1
160,2014-01-14,5072.12,4.983943661971831,0,0,0,1,0,0,0,0,0
161,2014-01-14,16967.525423728814,4.583098591549295,0,0,0,1,0,0,0,0,1
162,2014-01-14,6438.8,4.983943661971831,0,0,0,0,1,0,0,0,0
163,2014-01-14,20166.58823529412,4.583098591549295,0,0,0,0,1,0,0,0,1
164,2014-01-14,4891.571428571428,4.983943661971831,0,0,0,0,0,1,0,0,0
165,2014-01-14,16236.533333333333,4.583098591549295,0,0,0,0,0,1,0,0,1
166,2014-01-14,6820.735042735043,4.983943661971831,0,0,0,0,0,0,1,0,0
167,2014-01-14,17687.31313131313,4.583098591549295,0,0,0,0,0,0,1,0,1
168,2014-01-14,6678.25641025641,4.983943661971831,0,0,0,0,0,0,0,1,0
169,2014-01-14,15273.036363636364,4.583098591549295,0,0,0,0,0,0,0,1,1
170,2014-01-15,5562.361111111111,4.983943661971831,0,1,0,0,0,0,0,0,0
171,2014-01-15,13361.6875,4.583098591549295,0,1,0,0,0,0,0,0,1
172,2014-01-15,4498.0,4.983943661971831,0,0,1,0,0,0,0,0,0
173,2014-01-15,20599.0,4.583098591549295,0,0,1,0,0,0,0,0,1
174,2014-01-15,4827.25,4.983943661971831,0,0,0,1,0,0,0,0,0
175,2014-01-15,15977.166666666666,4.583098591549295,0,0,0,1,0,0,0,0,1
176,2014-01-15,5602.666666666667,4.983943661971831,0,0,0,0,1,0,0,0,0
177,2014-01-15,16775.5,4.583098591549295,0,0,0,0,1,0,0,0,1
178,2014-01-15,5659.818181818182,4.983943661971831,0,0,0,0,0,1,0,0,0
179,2014-01-15,17160.08695652174,4.583098591549295,0,0,0,0,0,1,0,0,1
180,2014-01-15,6490.060869565217,4.983943661971831,0,0,0,0,0,0,1,0,0
181,2014-01-15,17808.23076923077,4.583098591549295,0,0,0,0,0,0,1,0,1
182,2014-01-15,6198.48717948718,4.983943661971831,0,0,0,0,0,0,0,1,0
183,2014-01-15,19152.38805970149,4.583098591549295,0,0,0,0,0,0,0,1,1
184,2014-01-16,4435.0,4.983943661971831,0,1,0,0,0,0,0,0,0
185,2014-01-16,15100.619047619048,4.583098591549295,0,1,0,0,0,0,0,0,1
186,2014-01-16,3960.625,4.983943661971831,0,0,1,0,0,0,0,0,0
187,2014-01-16,18803.2,4.583098591549295,0,0,1,0,0,0,0,0,1
188,2014-01-16,5751.4,4.983943661971831,0,0,0,1,0,0,0,0,0
189,2014-01-16,17130.64285714286,4.583098591549295,0,0,0,1,0,0,0,0,1
190,2014-01-16,8959.0,4.983943661971831,0,0,0,0,1,0,0,0,0
191,2014-01-16,16203.25,4.583098591549295,0,0,0,0,1,0,0,0,1
192,2014-01-16,4883.833333333333,4.983943661971831,0,0,0,0,0,1,0,0,0
193,2014-01-16,15545.115384615385,4.583098591549295,0,0,0,0,0,1,0,0,1
194,2014-01-16,6524.017857142857,4.983943661971831,0,0,0,0,0,0,1,0,0
195,2014-01-16,17878.845360824744,4.583098591549295,0,0,0,0,0,0,1,0,1
196,2014-01-16,6762.676470588235,4.983943661971831,0,0,0,0,0,0,0,1,0
197,2014-01-16,15850.610169491523,4.583098591549295,0,0,0,0,0,0,0,1,1
198,2014-01-17,4550.068181818182,4.983943661971831,0,1,0,0,0,0,0,0,0
199,2014-01-17,14509.266666666666,4.583098591549295,0,1,0,0,0,0,0,0,1
200,2014-01-17,3431.5,4.983943661971831,0,0,1,0,0,0,0,0,0
201,2014-01-17,16764.714285714286,4.583098591549295,0,0,1,0,0,0,0,0,1
202,2014-01-17,6075.0,4.983943661971831,0,0,0,1,0,0,0,0,0
203,2014-01-17,19316.67213114754,4.583098591549295,0,0,0,1,0,0,0,0,1
204,2014-01-17,8014.857142857143,4.983943661971831,0,0,0,0,1,0,0,0,0
205,2014-01-17,18512.380952380958,4.583098591549295,0,0,0,0,1,0,0,0,1
206,2014-01-17,5427.625,4.983943661971831,0,0,0,0,0,1,0,0,0
207,2014-01-17,16437.5,4.583098591549295,0,0,0,0,0,1,0,0,1
208,2014-01-17,7933.528455284553,4.983943661971831,0,0,0,0,0,0,1,0,0
209,2014-01-17,19593.16577540107,4.583098591549295,0,0,0,0,0,0,1,0,1
210,2014-01-17,7059.823529411765,4.983943661971831,0,0,0,0,0,0,0,1,0
211,2014-01-17,18138.75,4.583098591549295,0,0,0,0,0,0,0,1,1
212,2014-01-18,5977.024390243902,4.983943661971831,0,1,0,0,0,0,0,0,0
213,2014-01-18,16366.741935483871,4.583098591549295,0,1,0,0,0,0,0,0,1
214,2014-01-18,5351.0,4.983943661971831,0,0,1,0,0,0,0,0,0
215,2014-01-18,20275.14285714286,4.583098591549295,0,0,1,0,0,0,0,0,1
216,2014-01-18,6146.2830188679245,4.983943661971831,0,0,0,1,0,0,0,0,0
217,2014-01-18,17157.615384615383,4.583098591549295,0,0,0,1,0,0,0,0,1
218,2014-01-18,8315.90909090909,4.983943661971831,0,0,0,0,1,0,0,0,0
219,2014-01-18,18484.125,4.583098591549295,0,0,0,0,1,0,0,0,1
220,2014-01-18,4275.962962962963,4.983943661971831,0,0,0,0,0,1,0,0,0
221,2014-01-18,20321.0,4.583098591549295,0,0,0,0,0,1,0,0,1
222,2014-01-18,7417.907975460122,4.983943661971831,0,0,0,0,0,0,1,0,0
223,2014-01-18,20094.745967741936,4.583098591549295,0,0,0,0,0,0,1,0,1
224,2014-01-18,8153.254545454545,4.983943661971831,0,0,0,0,0,0,0,1,0
225,2014-01-18,18914.505376344085,4.583098591549295,0,0,0,0,0,0,0,1,1
226,2014-01-19,5065.0,4.983943661971831,0,0,0,0,0,0,0,1,0
227,2014-01-19,5001.0,4.583098591549295,0,0,0,0,0,0,0,1,1
228,2014-01-20,4483.607142857143,4.983943661971831,0,1,0,0,0,0,0,0,0
229,2014-01-20,14329.75,4.583098591549295,0,1,0,0,0,0,0,0,1
230,2014-01-20,4651.0,4.983943661971831,0,0,1,0,0,0,0,0,0
231,2014-01-20,23299.0,4.583098591549295,0,0,1,0,0,0,0,0,1
232,2014-01-20,5786.090909090909,4.983943661971831,0,0,0,1,0,0,0,0,0
233,2014-01-20,17956.77192982456,4.583098591549295,0,0,0,1,0,0,0,0,1
234,2014-01-20,7067.777777777777,4.983943661971831,0,0,0,0,1,0,0,0,0
235,2014-01-20,23577.666666666668,4.583098591549295,0,0,0,0,1,0,0,0,1
236,2014-01-20,5288.8,4.983943661971831,0,0,0,0,0,1,0,0,0
237,2014-01-20,17522.966666666667,4.583098591549295,0,0,0,0,0,1,0,0,1
238,2014-01-20,6891.552380952381,4.983943661971831,0,0,0,0,0,0,1,0,0
239,2014-01-20,18129.53260869565,4.583098591549295,0,0,0,0,0,0,1,0,1
240,2014-01-20,6437.0,4.983943661971831,0,0,0,0,0,0,0,1,0
241,2014-01-20,16662.967213114753,4.583098591549295,0,0,0,0,0,0,0,1,1
242,2014-01-21,4913.541666666667,4.983943661971831,0,1,0,0,0,0,0,0,0
243,2014-01-21,13506.25,4.583098591549295,0,1,0,0,0,0,0,0,1
244,2014-01-21,5052.5,4.983943661971831,0,0,1,0,0,0,0,0,0
245,2014-01-21,15700.833333333334,4.583098591549295,0,0,1,0,0,0,0,0,1
246,2014-01-21,4995.4375,4.983943661971831,0,0,0,1,0,0,0,0,0
247,2014-01-21,16950.571428571428,4.583098591549295,0,0,0,1,0,0,0,0,1
248,2014-01-21,6725.714285714285,4.983943661971831,0,0,0,0,1,0,0,0,0
249,2014-01-21,18252.416666666668,4.583098591549295,0,0,0,0,1,0,0,0,1
250,2014-01-21,4843.5,4.983943661971831,0,0,0,0,0,1,0,0,0
251,2014-01-21,16589.51851851852,4.583098591549295,0,0,0,0,0,1,0,0,1
252,2014-01-21,6990.775,4.983943661971831,0,0,0,0,0,0,1,0,0
253,2014-01-21,17518.980295566504,4.583098591549295,0,0,0,0,0,0,1,0,1
254,2014-01-21,7262.333333333333,4.983943661971831,0,0,0,0,0,0,0,1,0
255,2014-01-21,18648.292307692307,4.583098591549295,0,0,0,0,0,0,0,1,1
256,2014-01-22,4724.260869565217,4.983943661971831,0,1,0,0,0,0,0,0,0
257,2014-01-22,12934.44,4.583098591549295,0,1,0,0,0,0,0,0,1
258,2014-01-22,6757.333333333333,4.983943661971831,0,0,1,0,0,0,0,0,0
259,2014-01-22,19212.625,4.583098591549295,0,0,1,0,0,0,0,0,1
260,2014-01-22,5060.416666666667,4.983943661971831,0,0,0,1,0,0,0,0,0
261,2014-01-22,15833.228571428572,4.583098591549295,0,0,0,1,0,0,0,0,1
262,2014-01-22,9150.875,4.983943661971831,0,0,0,0,1,0,0,0,0
263,2014-01-22,17117.117647058825,4.583098591549295,0,0,0,0,1,0,0,0,1
264,2014-01-22,5169.1875,4.983943661971831,0,0,0,0,0,1,0,0,0
265,2014-01-22,17959.206896551725,4.583098591549295,0,0,0,0,0,1,0,0,1
266,2014-01-22,7459.830645161291,4.983943661971831,0,0,0,0,0,0,1,0,0
267,2014-01-22,19004.10769230769,4.583098591549295,0,0,0,0,0,0,1,0,1
268,2014-01-22,5986.636363636364,4.983943661971831,0,0,0,0,0,0,0,1,0
269,2014-01-22,16850.84745762712,4.583098591549295,0,0,0,0,0,0,0,1,1
270,2014-01-23,7193.302325581395,4.983943661971831,0,1,0,0,0,0,0,0,0
271,2014-01-23,14997.90322580645,4.583098591549295,0,1,0,0,0,0,0,0,1
272,2014-01-23,3516.5,4.983943661971831,0,0,1,0,0,0,0,0,0
273,2014-01-23,23816.125,4.583098591549295,0,0,1,0,0,0,0,0,1
274,2014-01-23,7203.690476190476,4.983943661971831,0,0,0,1,0,0,0,0,0
275,2014-01-23,17336.555555555555,4.583098591549295,0,0,0,1,0,0,0,0,1
276,2014-01-23,6363.7,4.983943661971831,0,0,0,0,1,0,0,0,0
277,2014-01-23,18353.53846153846,4.583098591549295,0,0,0,0,1,0,0,0,1
278,2014-01-23,5735.333333333333,4.983943661971831,0,0,0,0,0,1,0,0,0
279,2014-01-23,16226.0,4.583098591549295,0,0,0,0,0,1,0,0,1
280,2014-01-23,9042.569105691056,4.983943661971831,0,0,0,0,0,0,1,0,0
281,2014-01-23,16840.99481865285,4.583098591549295,0,0,0,0,0,0,1,0,1
282,2014-01-23,9096.53488372093,4.983943661971831,0,0,0,0,0,0,0,1,0
283,2014-01-23,17771.944444444445,4.583098591549295,0,0,0,0,0,0,0,1,1
284,2014-01-24,9719.081081081082,4.983943661971831,0,1,0,0,0,0,0,0,0
285,2014-01-24,16799.831325301206,4.583098591549295,0,1,0,0,0,0,0,0,1
286,2014-01-24,6731.888888888889,4.983943661971831,0,0,1,0,0,0,0,0,0
287,2014-01-24,17273.416666666668,4.583098591549295,0,0,1,0,0,0,0,0,1
288,2014-01-24,8433.22972972973,4.983943661971831,0,0,0,1,0,0,0,0,0
289,2014-01-24,17193.360824742267,4.583098591549295,0,0,0,1,0,0,0,0,1
290,2014-01-24,8097.733333333334,4.983943661971831,0,0,0,0,1,0,0,0,0
291,2014-01-24,17376.772727272728,4.583098591549295,0,0,0,0,1,0,0,0,1
292,2014-01-24,6031.137931034483,4.983943661971831,0,0,0,0,0,1,0,0,0
293,2014-01-24,16683.391304347828,4.583098591549295,0,0,0,0,0,1,0,0,1
294,2014-01-24,12760.120689655172,4.983943661971831,0,0,0,0,0,0,1,0,0
295,2014-01-24,19252.89622641509,4.583098591549295,0,0,0,0,0,0,1,0,1
296,2014-01-24,12424.4,4.983943661971831,0,0,0,0,0,0,0,1,0
297,2014-01-24,18171.020408163266,4.583098591549295,0,0,0,0,0,0,0,1,1
298,2014-01-25,4860.190476190476,5.106478873239436,0,1,0,0,0,0,0,0,0
299,2014-01-25,17707.366666666665,4.583098591549295,0,1,0,0,0,0,0,0,1
300,2014-01-25,2918.0,5.106478873239436,0,0,1,0,0,0,0,0,0
301,2014-01-25,21457.25,4.583098591549295,0,0,1,0,0,0,0,0,1
302,2014-01-25,5384.285714285715,5.106478873239436,0,0,0,1,0,0,0,0,0
303,2014-01-25,20091.08860759494,4.583098591549295,0,0,0,1,0,0,0,0,1
304,2014-01-25,8415.714285714286,5.106478873239436,0,0,0,0,1,0,0,0,0
305,2014-01-25,19151.5,4.583098591549295,0,0,0,0,1,0,0,0,1
306,2014-01-25,5315.636363636364,5.106478873239436,0,0,0,0,0,1,0,0,0
307,2014-01-25,17226.441860465115,4.583098591549295,0,0,0,0,0,1,0,0,1
308,2014-01-25,7568.938144329897,5.106478873239436,0,0,0,0,0,0,1,0,0
309,2014-01-25,21861.96120689655,4.583098591549295,0,0,0,0,0,0,1,0,1
310,2014-01-25,7227.0,5.106478873239436,0,0,0,0,0,0,0,1,0
311,2014-01-25,19646.635135135137,4.583098591549295,0,0,0,0,0,0,0,1,1
312,2014-01-26,4465.0,5.106478873239436,0,0,0,0,0,0,1,0,0
313,2014-01-26,21496.0,4.583098591549295,0,0,0,0,0,0,1,0,1
314,2014-01-27,4593.8,5.106478873239436,0,1,0,0,0,0,0,0,0
315,2014-01-27,20410.945205479453,4.583098591549295,0,1,0,0,0,0,0,0,1
316,2014-01-27,4989.333333333333,5.106478873239436,0,0,1,0,0,0,0,0,0
317,2014-01-27,23260.88888888889,4.583098591549295,0,0,1,0,0,0,0,0,1
318,2014-01-27,6100.517241379311,5.106478873239436,0,0,0,1,0,0,0,0,0
319,2014-01-27,19547.550561797754,4.583098591549295,0,0,0,1,0,0,0,0,1
320,2014-01-27,7502.6,5.106478873239436,0,0,0,0,1,0,0,0,0
321,2014-01-27,20766.869565217392,4.583098591549295,0,0,0,0,1,0,0,0,1
322,2014-01-27,4407.75,5.106478873239436,0,0,0,0,0,1,0,0,0
323,2014-01-27,19946.37777777778,4.583098591549295,0,0,0,0,0,1,0,0,1
324,2014-01-27,7566.85,5.106478873239436,0,0,0,0,0,0,1,0,0
325,2014-01-27,23296.603686635943,4.583098591549295,0,0,0,0,0,0,1,0,1
